blk_no,street,Postcode,p_sup400,p_supDist,p_fd400,p_mrt400,p_mrtDist,p_cbdDist,p_psc400,p_sch2km,p_pri2km,p_grn400
703,WEST COAST RD,120703,100,96,87,100,80,42,88,68,9,65
703,WOODLANDS DR 40,730703,100,79,100,100,31,91,72,46,63,29
703,YISHUN AVE 5,760703,89,11,82,100,54,77,68,46,41,69
704,ANG MO KIO AVE 8,560704,78,10,18,50,8,27,64,42,4,8
704,BEDOK RESERVOIR RD,470704,89,33,90,75,12,23,68,68,31,5
704,CHOA CHU KANG ST 53,680704,89,66,92,100,41,83,76,49,39,8
704,HOUGANG AVE 2,530704,100,95,87,100,55,24,84,46,2,68
704,JURONG WEST ST 71,640704,89,36,79,100,24,99,60,59,38,97
704,PASIR RIS DR 10,510704,89,21,90,100,96,54,80,88,92,68
704,TAMPINES ST 71,520704,89,65,95,100,51,41,48,55,17,31
704,WEST COAST RD,120704,100,95,87,100,82,42,88,68,9,67
704,WOODLANDS DR 40,730704,89,69,91,100,35,91,60,46,63,32
704,YISHUN AVE 5,760704,89,19,78,100,51,76,52,49,41,64
705,ANG MO KIO AVE 8,560705,78,11,18,50,6,27,60,42,4,7
705,BEDOK NTH RD,470705,89,61,94,75,7,22,68,68,31,6
705,CHOA CHU KANG ST 53,680705,89,74,92,100,41,83,76,49,39,8
705,CLEMENTI WEST ST 2,120705,100,90,81,100,85,41,88,68,9,71
705,HOUGANG AVE 2,530705,100,99,87,100,54,25,88,46,2,69
705,JURONG WEST ST 71,640705,78,48,77,100,26,99,64,62,38,93
705,PASIR RIS DR 10,510705,89,29,90,100,95,55,76,88,92,68
705,TAMPINES ST 71,520705,89,73,95,100,51,41,60,55,17,44
705,WOODLANDS DR 40,730705,89,48,91,100,37,91,68,46,63,40
705,YISHUN AVE 5,760705,89,27,82,100,44,76,64,46,41,33
706,BEDOK NTH RD,470706,89,64,95,75,5,22,72,68,31,8
706,CHOA CHU KANG ST 53,680706,100,86,99,100,45,83,84,49,39,7
706,CLEMENTI WEST ST 2,120706,100,88,82,100,75,40,80,65,9,61
706,HOUGANG AVE 2,530706,100,98,88,100,56,25,92,42,2,67
706,JURONG WEST ST 71,640706,78,55,77,100,34,99,60,62,38,97
706,PASIR RIS DR 10,510706,89,42,91,100,95,55,76,88,92,68
706,TAMPINES ST 71,520706,100,82,96,100,50,42,60,55,17,76
706,WOODLANDS DR 40,730706,89,56,91,100,30,90,68,46,63,36
706,YISHUN AVE 5,760706,89,29,76,100,51,76,57,49,41,70
707,BEDOK NTH RD,470707,89,67,96,75,3,22,80,68,31,10
707,CHOA CHU KANG ST 53,680707,100,90,99,100,47,82,84,49,39,7
707,CLEMENTI WEST ST 2,120707,100,83,78,100,78,40,80,65,9,61
707,HOUGANG AVE 2,530707,100,98,91,100,51,25,92,39,2,67
707,JURONG WEST ST 71,640707,78,50,78,100,42,99,64,62,38,100
707,PASIR RIS DR 10,510707,89,52,91,100,96,56,76,88,92,68
707,TAMPINES ST 71,520707,89,73,89,100,58,41,64,52,17,80
707,WOODLANDS DR 40,730707,89,73,100,100,30,91,68,46,63,30
707,YISHUN AVE 5,760707,89,36,76,100,64,76,57,46,41,94
708,BEDOK NTH RD,470708,89,73,97,75,2,22,80,71,31,10
708,CHOA CHU KANG ST 53,680708,100,81,97,100,48,83,80,49,39,9
708,CLEMENTI WEST ST 2,120708,100,77,78,100,81,40,80,65,9,66
708,HOUGANG AVE 2,530708,100,98,92,100,46,26,92,36,2,67
708,JURONG WEST ST 71,640708,78,58,75,100,43,99,72,62,38,89
708,PASIR RIS DR 10,510708,89,67,91,100,94,56,72,84,92,68
708,TAMPINES ST 71,520708,100,78,86,100,59,42,72,52,17,85
708,WOODLANDS DR 70,730708,67,72,88,100,21,90,68,46,63,26
708,YISHUN AVE 5,760708,89,50,74,100,69,76,60,49,41,94
709,ANG MO KIO AVE 8,560709,78,4,26,50,7,28,68,49,4,7
709,BEDOK RESERVOIR RD,470709,78,38,90,100,31,23,72,68,31,5
709,CLEMENTI WEST ST 2,120709,89,72,78,100,84,40,80,65,9,68
709,HOUGANG AVE 2,530709,100,99,91,100,50,26,88,36,2,68
709,JURONG WEST ST 71,640709,78,57,75,100,46,99,64,62,38,72
709,PASIR RIS DR 10,510709,89,66,91,100,95,56,76,88,92,68
709,TAMPINES ST 71,520709,100,85,93,100,54,42,72,52,17,85
709,WOODLANDS DR 70,730709,56,58,93,75,15,90,64,46,63,20
709,YISHUN AVE 5,760709,89,45,74,100,64,76,57,49,41,94
71,BEDOK STH RD,460071,89,19,90,100,67,34,80,62,10,37
71,CIRCUIT RD,370071,89,73,92,50,4,8,84,65,49,88
71,LOR 4 TOA PAYOH,310071,78,18,64,100,38,10,72,36,20,65
71,MARINE DR,440071,89,77,87,100,99,14,80,65,15,63
71,SENG POH RD,160071,78,63,69,100,48,2,80,68,25,100
710,ANG MO KIO AVE 8,560710,78,14,26,50,4,28,68,49,4,7
710,BEDOK RESERVOIR RD,470710,67,56,89,100,49,24,60,62,31,6
710,CLEMENTI WEST ST 2,120710,100,90,83,100,80,41,84,68,9,65
710,HOUGANG AVE 2,530710,100,99,91,100,55,25,88,42,2,70
710,JURONG WEST ST 71,640710,78,51,78,100,48,99,60,62,38,70
710,PASIR RIS ST 72,510710,89,54,90,100,97,56,80,91,92,67
710,TAMPINES ST 71,520710,100,93,93,100,57,43,68,46,17,85
710,WOODLANDS DR 70,730710,67,71,94,75,19,91,72,46,63,28
710,YISHUN AVE 5,760710,89,53,74,100,65,76,60,49,41,94
711,BEDOK RESERVOIR RD,470711,78,45,90,100,48,24,64,68,31,5
711,CLEMENTI WEST ST 2,120711,89,76,80,100,88,41,88,68,9,77
711,HOUGANG AVE 2,530711,100,99,91,100,58,25,88,42,2,71
711,JURONG WEST ST 71,640711,89,36,80,100,46,99,60,59,38,74
711,PASIR RIS ST 72,510711,89,57,90,100,96,56,76,91,92,68
711,TAMPINES ST 71,520711,100,85,88,100,60,42,72,49,17,85
711,WOODLANDS DR 70,730711,67,74,94,75,20,91,68,46,63,29
711,YISHUN AVE 5,760711,89,65,76,100,70,76,60,49,41,94
712,BEDOK RESERVOIR RD,470712,78,28,90,100,36,24,64,65,31,4
712,CLEMENTI WEST ST 2,120712,89,67,78,100,86,40,84,68,9,70
712,HOUGANG AVE 2,530712,100,99,87,100,51,25,88,46,2,84
712,JURONG WEST ST 71,640712,89,7,87,100,33,99,64,59,38,100
712,PASIR RIS ST 72,510712,89,67,90,100,96,56,80,91,92,67
712,TAMPINES ST 71,520712,100,91,91,100,61,42,72,46,17,85
712,WOODLANDS DR 70,730712,100,81,100,100,25,92,72,46,63,30
712,YISHUN AVE 5,760712,89,62,77,100,65,76,60,49,41,94
712A,JURONG WEST ST 71,641712,89,10,87,100,38,99,64,59,38,98
713,ANG MO KIO AVE 6,560713,67,3,21,75,18,28,76,42,4,7
713,BEDOK RESERVOIR RD,470713,78,16,90,100,34,24,64,71,31,2
713,CLEMENTI WEST ST 2,120713,67,44,67,100,89,40,76,65,9,50
713,JURONG WEST ST 71,640713,89,44,87,100,52,99,64,59,38,72
713,PASIR RIS ST 72,510713,89,67,90,100,97,56,84,91,92,67
713,TAMPINES ST 71,520713,100,95,88,100,59,43,72,46,17,85
713,WOODLANDS DR 70,730713,67,74,97,75,19,92,68,46,63,31
713,YISHUN ST 71,760713,89,72,78,100,69,76,60,49,41,94
714,ANG MO KIO AVE 6,560714,67,8,18,75,20,28,76,42,4,7
714,BEDOK RESERVOIR RD,470714,78,15,90,100,47,24,64,68,31,3
714,CLEMENTI WEST ST 2,120714,89,58,77,100,89,40,80,68,9,58
714,JURONG WEST ST 71,640714,89,23,87,100,44,99,68,59,38,86
714,PASIR RIS ST 72,510714,89,68,90,100,98,56,88,91,92,66
714,TAMPINES ST 71,520714,100,96,91,100,68,43,76,46,17,85
714,WOODLANDS DR 70,730714,56,55,91,75,11,91,64,49,63,33
714,YISHUN ST 71,760714,100,80,77,100,68,75,68,49,41,94
715,BEDOK RESERVOIR RD,470715,78,7,90,100,48,24,64,68,31,3
715,CLEMENTI WEST ST 2,120715,67,34,67,100,92,40,80,65,9,13
715,JURONG WEST ST 71,640715,89,43,87,100,52,99,64,59,38,75
715,PASIR RIS ST 72,510715,89,71,100,100,99,56,92,91,92,66
715,TAMPINES ST 71,520715,100,94,91,100,66,43,72,46,17,85
715,WOODLANDS DR 70,730715,56,41,91,75,7,91,60,46,63,31
715,YISHUN ST 71,760715,100,92,88,100,75,75,68,49,41,94
716,ANG MO KIO AVE 6,560716,67,15,56,100,25,28,72,42,4,6
716,BEDOK RESERVOIR RD,470716,78,28,93,100,65,26,64,52,17,5
716,CLEMENTI WEST ST 2,120716,67,9,73,100,93,39,72,65,9,8
716,JURONG WEST ST 71,640716,89,51,87,100,56,99,68,59,38,76
716,PASIR RIS ST 72,510716,89,72,100,100,99,56,92,91,92,65
716,TAMPINES ST 71,520716,100,91,91,100,68,42,72,49,17,85
716,WOODLANDS DR 70,730716,56,23,91,75,3,91,60,46,63,23
716,YISHUN ST 71,760716,100,91,88,100,70,75,72,49,41,94
717,BEDOK RESERVOIR RD,470717,89,44,94,100,60,26,80,52,17,5
717,CLEMENTI WEST ST 2,120717,67,22,67,100,91,39,72,65,9,16
717,JURONG WEST ST 71,640717,89,21,87,100,43,98,64,59,38,100
717,PASIR RIS ST 72,510717,89,61,90,100,99,55,84,91,92,65
717,TAMPINES ST 72,520717,89,75,89,100,75,41,68,55,17,85
717,WOODLANDS DR 70,730717,56,24,91,75,3,90,64,46,63,16
717,YISHUN ST 71,760717,100,94,87,100,69,75,80,46,41,94
717A,WOODLANDS DR 70,731717,56,40,90,75,8,90,68,46,63,16
717B,WOODLANDS DR 70,732717,56,53,91,75,10,91,64,46,63,31
718,BEDOK RESERVOIR RD,470718,89,62,92,100,56,26,80,49,17,6
718,JURONG WEST ST 71,640718,89,41,87,100,51,99,64,59,38,93
718,PASIR RIS ST 72,510718,89,55,90,100,99,55,84,91,92,65
718,TAMPINES ST 72,520718,100,82,91,100,74,41,72,52,17,85
718,WOODLANDS AVE 6,730718,56,12,90,75,1,90,60,39,59,38
718,YISHUN ST 71,760718,100,80,84,100,61,75,72,46,41,88
719,BEDOK RESERVOIR RD,470719,78,47,89,100,62,25,68,59,17,5
719,JURONG WEST AVE 5,640719,89,62,87,100,60,99,60,59,38,77
719,PASIR RIS ST 72,510719,89,51,90,100,98,55,84,91,92,66
719,TAMPINES ST 72,520719,100,79,91,100,71,41,72,52,17,85
719,WOODLANDS AVE 6,730719,56,25,91,75,3,91,64,46,63,28
719,YISHUN ST 71,760719,100,80,86,100,53,75,72,46,41,45
72,BEDOK STH AVE 3,460072,89,10,91,100,64,34,80,62,10,36
72,CIRCUIT RD,370072,89,65,81,50,6,8,84,65,49,88
72,GEYLANG BAHRU,330072,89,14,85,75,1,5,84,62,75,78
72,LOR 5 TOA PAYOH,310072,78,13,56,100,35,9,76,36,20,65
72,MARINE DR,440072,67,66,75,100,99,13,57,65,15,60
72,SENG POH RD,160072,78,61,72,100,44,2,88,68,25,96
72,TELOK BLANGAH HTS,100072,89,59,90,100,42,10,72,84,25,3
720,ANG MO KIO AVE 6,560720,78,2,25,75,16,29,72,42,4,7
720,BEDOK RESERVOIR RD,470720,78,57,91,100,61,25,68,62,31,6
720,JURONG WEST AVE 5,640720,89,59,87,100,58,99,60,59,38,88
720,PASIR RIS ST 72,510720,89,31,90,100,98,55,80,91,92,66
720,TAMPINES ST 72,520720,100,89,91,100,72,42,68,52,17,85
720,WOODLANDS AVE 6,730720,56,26,90,75,3,91,60,39,59,35
720,YISHUN ST 71,760720,100,87,84,100,59,75,80,46,41,73
721,ANG MO KIO AVE 8,560721,78,15,22,75,13,29,72,55,4,8
721,BEDOK RESERVOIR RD,470721,89,73,94,100,52,26,84,49,17,6
721,CLEMENTI WEST ST 2,120721,67,4,72,100,93,38,72,65,9,8
721,JURONG WEST AVE 5,640721,89,50,87,100,55,99,64,59,38,88
721,PASIR RIS ST 72,510721,89,27,90,100,98,54,80,91,92,66
721,TAMPINES ST 71,520721,100,94,91,100,72,42,72,46,17,85
721,WOODLANDS CIRCLE,730721,78,57,87,75,19,92,72,46,59,43
721,YISHUN ST 71,760721,100,89,85,100,60,75,76,46,41,74
722,ANG MO KIO AVE 8,560722,78,9,26,75,15,29,72,52,4,8
722,BEDOK RESERVOIR RD,470722,100,91,97,100,26,28,80,49,17,6
722,CLEMENTI WEST ST 2,120722,67,2,73,100,91,38,72,65,9,10
722,JURONG WEST AVE 5,640722,89,48,87,100,51,98,64,59,38,100
722,PASIR RIS ST 72,510722,89,18,90,100,97,54,80,91,92,67
722,TAMPINES ST 72,520722,100,93,91,100,75,42,68,49,17,85
722,WOODLANDS AVE 6,730722,78,16,89,100,40,94,72,49,59,67
722,YISHUN ST 71,760722,100,88,89,100,62,74,80,46,41,75
723,BEDOK RESERVOIR RD,470723,100,90,97,75,17,28,84,49,17,5
723,CLEMENTI WEST ST 2,120723,67,5,73,100,91,38,72,65,9,12
723,JURONG WEST AVE 5,640723,89,65,87,100,60,98,60,59,38,98
723,PASIR RIS ST 72,510723,89,10,90,100,97,54,80,91,92,67
723,TAMPINES ST 72,520723,100,91,91,100,79,41,76,52,17,85
723,WOODLANDS AVE 6,730723,89,8,87,100,40,94,64,49,59,60
723,YISHUN ST 71,760723,89,73,87,100,51,74,84,46,41,24
724,BEDOK RESERVOIR RD,470724,100,94,97,100,24,28,84,49,17,5
724,CLEMENTI WEST ST 2,120724,67,15,67,100,89,38,72,65,9,18
724,JURONG WEST ST 72,640724,100,77,92,100,66,99,60,59,38,94
724,PASIR RIS ST 72,510724,89,13,90,100,98,54,80,91,92,67
724,TAMPINES ST 71,520724,89,23,93,100,73,40,60,59,17,59
724,WOODLANDS AVE 6,730724,89,17,91,100,31,93,64,49,63,57
724,YISHUN ST 71,760724,89,75,90,100,49,75,76,46,41,21
725,ANG MO KIO AVE 6,560725,89,19,66,100,24,29,76,52,4,7
725,BEDOK RESERVOIR RD,470725,100,95,100,75,18,29,84,52,17,5
725,CLEMENTI WEST ST 2,120725,67,11,67,100,90,38,72,65,9,13
725,JURONG WEST AVE 5,640725,89,71,81,100,69,99,60,59,38,85
725,PASIR RIS ST 72,510725,89,21,90,100,98,54,80,91,92,66
725,TAMPINES ST 71,520725,89,32,93,100,70,40,60,59,17,56
725,WOODLANDS AVE 6,730725,89,24,91,100,28,93,60,46,63,57
725,YISHUN ST 71,760725,89,64,83,100,38,75,76,42,41,20
726,JURONG WEST AVE 5,640726,89,64,87,100,73,99,64,59,38,76
726,TAMPINES ST 71,520726,89,42,93,100,65,40,52,59,17,44
726,WOODLANDS CIRCLE,730726,89,37,91,100,24,93,68,46,59,57
726,YISHUN ST 71,760726,89,60,83,100,41,75,80,42,41,20
727,ANG MO KIO AVE 6,560727,89,34,70,100,34,30,80,49,4,4
727,CLEMENTI WEST ST 2,120727,67,24,65,100,88,38,72,65,9,20
727,JURONG WEST AVE 5,640727,89,64,86,100,72,99,64,59,38,84
727,TAMPINES ST 71,520727,89,21,98,100,68,40,57,59,17,34
727,WOODLANDS CIRCLE,730727,78,53,87,75,17,92,76,42,59,48
727,YISHUN ST 71,760727,89,42,83,100,38,74,88,42,41,20
728,ANG MO KIO AVE 6,560728,78,32,64,100,35,29,80,46,4,3
728,CLEMENTI WEST ST 2,120728,67,41,64,100,82,39,68,65,9,42
728,JURONG WEST AVE 5,640728,89,55,86,100,74,99,60,59,38,85
728,TAMPINES ST 71,520728,78,9,95,100,73,39,52,59,17,45
728,WOODLANDS CIRCLE,730728,56,59,87,75,15,92,57,49,63,40
728,YISHUN ST 71,760728,89,58,86,100,47,74,84,42,41,20
729,ANG MO KIO AVE 6,560729,89,56,72,100,42,31,84,52,4,3
729,CLEMENTI WEST ST 2,120729,67,43,66,100,84,39,72,65,9,48
729,JURONG WEST AVE 5,640729,89,47,86,100,76,99,64,59,38,90
729,TAMPINES ST 71,520729,78,11,90,100,78,39,60,65,17,66
729,WOODLANDS CIRCLE,730729,56,66,84,75,15,92,60,49,63,36
729,YISHUN ST 71,760729,89,28,83,100,37,74,88,42,41,17
73,ENG WATT ST,160073,78,62,75,100,51,2,80,68,25,94
73,GEYLANG BAHRU,330073,89,26,85,75,4,5,84,62,75,71
73,LOR 4 TOA PAYOH,310073,78,10,52,100,32,10,76,39,20,65
73,MARINE DR,440073,89,55,86,100,100,13,68,65,15,45
73,TELOK BLANGAH HTS,100073,89,47,90,100,38,11,72,88,25,6
73A,REDHILL RD,151073,78,40,83,75,3,8,80,65,25,96
730,CLEMENTI WEST ST 2,120730,67,48,67,100,85,39,72,65,9,62
730,JURONG WEST ST 72,640730,89,54,86,100,74,99,60,59,38,100
730,TAMPINES ST 71,520730,78,22,90,100,81,38,57,65,17,86
730,WOODLANDS CIRCLE,730730,89,66,91,100,23,92,64,49,63,33
730,YISHUN ST 71,760730,89,51,84,100,27,75,84,42,41,17
731,CLEMENTI WEST ST 2,120731,67,41,67,100,87,39,72,65,9,62
731,JURONG WEST ST 72,640731,89,69,86,100,70,98,60,59,38,100
731,TAMPINES ST 71,520731,78,24,90,100,78,39,60,65,17,83
731,WOODLANDS CIRCLE,730731,89,52,91,100,26,92,64,49,63,42
731,YISHUN ST 72,760731,78,73,87,100,25,76,68,42,41,22
732,JURONG WEST ST 73,640732,89,68,89,100,74,98,57,59,38,100
732,TAMPINES ST 71,520732,78,40,90,100,78,40,60,59,17,94
732,WOODLANDS CIRCLE,730732,89,44,91,100,24,93,64,49,63,48
732,YISHUN AVE 5,760732,89,43,81,100,34,76,68,46,41,25
733,JURONG WEST ST 73,640733,100,80,99,100,72,98,52,59,38,100
733,TAMPINES ST 71,520733,78,49,90,100,81,39,64,59,17,96
733,WOODLANDS CIRCLE,730733,89,36,91,100,23,93,60,52,63,57
733,YISHUN AVE 5,760733,89,46,75,100,27,76,72,42,41,19
734,JURONG WEST ST 73,640734,100,84,99,100,73,98,60,59,38,100
734,TAMPINES ST 71,520734,89,58,93,100,79,40,60,59,17,86
734,WOODLANDS CIRCLE,730734,89,28,91,100,32,93,57,49,63,57
734,YISHUN AVE 5,760734,89,55,86,100,25,76,68,42,41,23
735,JURONG WEST ST 75,640735,89,74,94,100,77,98,72,55,12,100
735,TAMPINES ST 72,520735,100,86,95,100,83,41,76,59,17,86
735,WOODLANDS CIRCLE,730735,89,41,91,100,33,93,60,49,63,56
735,YISHUN ST 72,760735,89,64,86,100,23,76,64,42,41,26
736,JURONG WEST ST 75,640736,89,68,95,100,75,97,76,55,12,100
736,PASIR RIS DR 10,510736,89,13,88,100,95,54,80,88,92,68
736,TAMPINES ST 72,520736,100,77,95,100,80,40,72,55,17,85
736,WOODLANDS CIRCLE,730736,89,65,91,100,35,93,57,46,63,51
736,YISHUN ST 72,760736,67,73,87,75,18,76,68,42,41,19
737,JURONG WEST ST 75,640737,78,65,93,100,80,98,72,55,12,100
737,PASIR RIS DR 10,510737,89,7,88,100,96,53,84,88,92,68
737,TAMPINES ST 72,520737,89,75,95,100,82,40,72,59,17,86
737,WOODLANDS CIRCLE,730737,89,46,91,100,40,93,60,49,63,56
737,YISHUN ST 72,760737,67,54,58,75,10,76,84,42,41,19
738,JURONG WEST ST 75,640738,89,73,98,100,78,98,68,59,38,100
738,PASIR RIS DR 10,510738,89,5,88,100,96,53,80,88,92,68
738,TAMPINES ST 72,520738,100,79,95,100,85,40,72,59,17,86
738,WOODLANDS CIRCLE,730738,89,27,91,100,37,94,57,52,63,56
738,YISHUN ST 72,760738,67,51,59,75,10,76,84,42,41,21
739,JURONG WEST ST 73,640739,89,65,89,100,77,98,60,59,38,100
739,PASIR RIS DR 10,510739,89,19,88,100,95,52,80,88,92,67
739,TAMPINES ST 72,520739,100,83,95,100,87,40,80,59,17,89
739,WOODLANDS CIRCLE,730739,89,30,91,100,42,94,60,52,63,56
739,YISHUN AVE 5,760739,78,61,86,75,13,76,76,42,41,17
74,BEDOK NTH RD,460074,89,71,90,100,27,35,84,52,10,94
74,MARINE DR,440074,23,44,45,100,99,13,57,68,15,39
74,TELOK BLANGAH HTS,100074,89,36,90,100,34,11,72,88,25,10
74,TIONG POH RD,160074,89,56,67,100,56,2,80,71,25,93
74,WHAMPOA DR,320074,67,1,81,100,57,6,64,55,20,94
74A,REDHILL RD,151074,78,55,83,75,4,8,80,65,25,81
740,BEDOK RESERVOIR RD,470740,78,3,90,100,48,24,64,71,31,3
740,PASIR RIS ST 71,510740,78,32,88,100,96,52,84,88,92,84
740,TAMPINES ST 72,520740,100,87,94,100,88,40,84,62,17,93
740,WOODLANDS CIRCLE,730740,89,41,91,100,51,94,60,52,63,56
740,YISHUN AVE 5,760740,78,62,84,75,13,77,76,42,41,15
741,PASIR RIS ST 71,510741,78,41,88,100,95,52,80,88,92,76
741,TAMPINES ST 72,520741,100,93,94,100,89,40,96,59,17,87
741,WOODLANDS CIRCLE,730741,89,54,91,100,55,94,60,52,63,56
741,YISHUN AVE 5,760741,67,35,24,75,6,76,88,42,41,18
742,BEDOK RESERVOIR RD,470742,78,6,90,100,42,24,72,75,31,3
742,PASIR RIS ST 71,510742,78,55,88,100,96,51,80,88,92,67
742,TAMPINES ST 72,520742,100,88,95,100,87,40,88,59,17,86
742,WOODLANDS CIRCLE,730742,89,56,91,100,49,94,60,49,63,56
742,YISHUN AVE 5,760742,56,33,23,75,5,76,80,42,41,20
743,JURONG WEST ST 73,640743,89,27,89,100,82,99,72,59,38,100
743,PASIR RIS ST 71,510743,78,52,88,100,96,51,80,88,92,82
743,WOODLANDS CIRCLE,730743,89,54,91,100,46,94,52,49,63,56
743,YISHUN AVE 5,760743,56,19,23,75,2,76,80,42,41,19
744,BEDOK RESERVOIR RD,470744,78,1,90,100,37,24,72,71,31,2
744,JURONG WEST ST 73,640744,89,37,86,100,79,99,68,59,38,100
744,PASIR RIS ST 71,510744,78,50,87,100,97,51,84,88,92,95
744,WOODLANDS CIRCLE,730744,89,76,91,100,44,93,57,46,63,56
744,YISHUN ST 72,760744,45,10,21,75,1,76,80,42,41,19
745,JURONG WEST ST 73,640745,89,29,86,100,80,99,68,59,38,95
745,PASIR RIS ST 71,510745,89,22,88,100,97,52,80,88,92,81
745,WOODLANDS CIRCLE,730745,100,88,100,100,45,93,72,46,63,40
745,YISHUN ST 72,760745,56,22,23,75,3,76,80,42,41,20
746,JURONG WEST ST 73,640746,89,17,86,100,82,99,64,59,38,100
746,PASIR RIS ST 71,510746,89,23,88,100,98,51,80,88,92,83
746,WOODLANDS CIRCLE,730746,100,87,100,100,50,93,64,46,63,57
746,YISHUN ST 72,760746,45,26,21,75,3,76,76,42,41,17
747,JURONG WEST ST 73,640747,89,21,87,100,83,99,64,59,38,89
747,PASIR RIS ST 71,510747,89,29,90,100,99,52,80,91,92,83
747,WOODLANDS CIRCLE,730747,100,84,100,100,56,94,57,46,63,62
747,YISHUN ST 72,760747,45,36,23,75,5,76,80,42,41,12
747A,BEDOK RESERVOIR CRES,471747,78,8,90,100,23,23,72,71,31,2
747B,BEDOK RESERVOIR CRES,472747,78,6,90,100,27,23,72,71,31,2
747C,BEDOK RESERVOIR CRES,473747,78,4,90,100,32,23,72,71,31,2
748,JURONG WEST ST 73,640748,89,11,86,100,84,99,68,59,38,100
748,PASIR RIS ST 71,510748,89,33,88,100,98,51,84,91,92,95
748,WOODLANDS CIRCLE,730748,89,57,84,100,64,95,68,52,63,59
748,YISHUN ST 72,760748,45,40,22,75,9,75,76,42,41,10
748A,BEDOK RESERVOIR CRES,471748,78,16,90,75,19,23,72,68,31,3
748B,BEDOK RESERVOIR CRES,472748,78,15,90,100,21,23,72,68,31,3
748C,BEDOK RESERVOIR CRES,473748,78,16,90,100,23,23,72,68,31,3
749,JURONG WEST ST 73,640749,89,5,87,100,85,99,72,59,38,100
749,PASIR RIS ST 71,510749,89,48,90,100,99,51,88,91,92,100
749,WOODLANDS CIRCLE,730749,100,82,100,100,67,95,68,49,63,76
749,YISHUN ST 72,760749,34,20,17,75,2,76,72,42,41,12
75,BEDOK NTH RD,460075,100,79,93,100,29,35,80,52,10,94
75,MARINE DR,440075,23,35,52,100,100,13,64,68,15,21
75,TELOK BLANGAH DR,100075,89,22,87,100,29,11,72,88,25,22
75,TIONG POH RD,160075,89,70,68,100,54,2,92,71,25,87
75,WHAMPOA DR,320075,67,3,76,100,51,6,64,62,20,98
75A,REDHILL RD,151075,78,37,84,75,7,9,76,65,25,77
75B,REDHILL RD,152075,78,58,83,75,3,9,80,68,25,77
75C,REDHILL RD,153075,78,68,83,75,1,8,84,65,25,73
750,JURONG WEST ST 73,640750,89,14,89,100,86,99,72,59,38,100
750,PASIR RIS ST 71,510750,89,42,88,100,98,51,84,91,92,100
750,WOODLANDS AVE 4,730750,100,80,93,100,70,95,60,49,63,89
750,YISHUN ST 72,760750,34,27,18,75,4,75,72,42,41,11
751,CHOA CHU KANG NTH 5,680751,100,92,96,100,39,83,68,49,39,25
751,JURONG WEST ST 73,640751,89,21,89,100,84,99,72,59,38,100
751,PASIR RIS ST 71,510751,89,60,90,100,99,51,88,91,92,100
751,WOODLANDS CIRCLE,730751,100,84,97,100,71,96,72,52,63,96
751,YISHUN ST 72,760751,34,34,18,75,5,75,72,42,41,10
752,CHOA CHU KANG NTH 5,680752,100,89,96,100,41,83,72,49,39,15
752,JURONG WEST ST 74,640752,89,13,83,100,88,99,72,59,38,95
752,PASIR RIS ST 71,510752,89,51,87,100,98,51,88,88,92,100
752,WOODLANDS CIRCLE,730752,89,69,84,100,69,96,72,52,63,87
752,YISHUN ST 72,760752,34,36,20,75,9,75,72,42,41,10
753,CHOA CHU KANG NTH 5,680753,100,82,93,100,40,83,64,49,39,15
753,JURONG WEST ST 74,640753,78,27,83,100,88,98,76,59,38,92
753,PASIR RIS ST 71,510753,89,67,87,100,98,50,88,88,92,100
753,WOODLANDS CIRCLE,730753,89,75,84,100,72,96,68,52,63,100
753,YISHUN ST 72,760753,34,31,18,75,9,75,72,42,41,10
754,CHOA CHU KANG NTH 5,680754,89,75,89,100,41,83,60,49,39,14
754,JURONG WEST ST 74,640754,78,39,83,100,89,98,72,59,38,91
754,PASIR RIS ST 71,510754,89,72,87,100,99,50,88,88,92,100
754,WOODLANDS CIRCLE,731754,100,87,97,100,74,96,72,52,63,100
754,YISHUN ST 72,760754,34,27,24,75,11,75,72,42,41,10
755,CHOA CHU KANG NTH 5,680755,89,62,91,100,42,84,60,49,39,14
755,JURONG WEST ST 74,640755,78,53,83,100,88,98,76,59,38,91
755,PASIR RIS ST 71,510755,89,73,90,100,99,50,88,91,92,100
755,WOODLANDS AVE 4,730755,100,79,89,100,71,96,72,52,63,100
755,YISHUN ST 72,760755,67,29,84,75,17,75,76,42,41,11
756,CHOA CHU KANG NTH 5,680756,89,54,91,100,42,84,64,49,39,16
756,JURONG WEST ST 74,640756,78,51,83,100,91,98,68,59,38,89
756,PASIR RIS ST 71,510756,89,74,90,100,99,50,88,91,92,100
756,WOODLANDS AVE 4,730756,100,84,97,100,70,96,72,52,63,100
756,YISHUN ST 72,760756,67,14,85,75,18,74,72,42,41,10
757,CHOA CHU KANG NTH 5,680757,89,62,89,100,37,84,60,49,39,16
757,JURONG WEST ST 74,640757,78,55,83,100,92,98,68,59,38,89
757,PASIR RIS ST 71,510757,100,79,90,100,99,50,88,91,92,100
757,WOODLANDS AVE 4,730757,89,77,93,100,74,96,68,52,63,100
757,YISHUN ST 72,760757,34,22,24,75,14,74,72,42,41,10
758,CHOA CHU KANG NTH 5,680758,89,69,89,100,32,84,60,49,39,18
758,JURONG WEST ST 74,640758,78,50,83,100,94,99,72,59,38,89
